date,dti,real_rate,regime,real_price_index
2009-06-30,110.07219810099986,-0.49553734591654347,1,103.75587347209547
2009-09-30,110.16415591644349,-1.4996242664013788,1,104.62246296973335
2009-12-31,111.59220463493422,-1.1747221640707575,1,106.24777168723622
2010-03-31,114.49118376254617,-1.379859349364203,1,109.40546156870204
2010-06-30,113.15875732906545,-1.368612413179549,1,109.63890025649246
2010-09-30,113.01282741330127,-0.9380663476378585,1,110.69065982859865
2010-12-31,111.74422647493091,-1.2013123693214778,1,112.9011704442658
2011-03-31,110.9516049843777,-0.7235481636084604,1,114.76200921520119
2011-06-30,113.81379194884363,-0.8187758677351791,1,115.71137433450993
2011-09-30,115.16427955855754,-0.3633683396078239,1,116.95166252005788
2011-12-31,113.29314138055783,0.19622120260587653,0,116.28124127271558
2012-03-31,116.50326748954771,-0.6917417590161536,1,117.40506071354555
2012-06-30,112.69363436185193,0.34503724900742977,0,118.03322329138837
2012-09-30,110.21500103593141,0.5770997168528356,0,119.25783585076782
2012-12-31,109.32914159337955,0.7475695925055894,0,119.54998457297692
2013-03-31,110.25423249495273,1.1703843478502762,0,121.0798142554099
2013-06-30,111.21945078354985,2.357888401147409,0,123.29466099073878
2013-09-30,117.41227927069556,0.9803269018010109,0,124.47829975325138
2013-12-31,111.99800334058034,2.0308378476035287,0,125.92027462642052
2014-03-31,115.8031919997057,0.3042970949413084,0,126.99916594845114
2014-06-30,112.80579612926284,0.8993874240366981,0,128.01934214775534
2014-09-30,116.96023340438927,0.9190817459626672,0,128.11980243354216
2014-12-31,116.35242620405639,0.8456094146908399,0,129.55826792537434
2015-03-31,115.75468536973236,0.5637985438500214,0,130.4718975763188
2015-06-30,116.47187300598156,0.24813728690088166,0,134.3018048550806
2015-09-30,121.72925956059753,-0.7885395989858351,1,138.0786004432664
2015-12-31,124.41641624762435,-1.1738284168680013,1,140.2857700732226
2016-03-31,123.09974177718253,-0.6456366353405422,1,140.90007974493076
2016-06-30,122.04393410353347,-1.470460736536092,1,141.0235461140478
2016-09-30,122.42470737563261,-2.2360291889714703,1,144.43625952540964
2016-12-31,125.81119525291997,-2.178402712748467,1,146.56452745627507
2017-03-31,129.1096388235005,-1.9891407095528497,1,149.0478247570876
2017-06-30,126.75687643103038,-0.9930494273299353,1,148.23833736762126
2017-09-30,126.68505344486762,-0.9832615887085587,1,151.42580225904757
2017-12-31,127.97941926949635,-0.3684811709262148,1,153.95185971594364
2018-03-31,130.5052073669088,-0.7068042210846197,1,154.08981511665343
2018-06-30,122.81740577942674,0.003677855710686559,0,154.59679412785803
2018-09-30,122.04222320823544,0.6483326388031398,0,156.2500441883798
2018-12-31,125.56209198322657,0.4356223205478042,0,157.58771744699027
2019-03-31,124.6924643332339,1.2067426388729865,0,158.39002874355853
2019-06-30,127.39190033350654,0.7917129993933927,0,159.49708478805135
2019-09-30,125.17229411716225,1.1567931804786626,0,160.37356435333768
2019-12-31,122.84232407248132,1.2499004226632975,0,161.90852191534182
2020-03-31,123.04038063063487,0.7781375211003221,0,165.62834883808839
2020-06-30,129.5639917867926,1.715914148466451,0,162.72795707664832
2020-09-30,130.19490425710057,0.9858301332643523,0,163.64694434496892
2020-12-31,126.87397128217266,1.0436179343246101,0,165.25280503735453
2021-03-31,126.95207195966978,1.0318346946682488,0,167.07392731426282
2021-06-30,131.12677207963006,0.674528930514801,0,167.79067949671708
2021-09-30,126.47522902426255,0.44497532125388634,0,166.19304416577648
2021-12-31,133.38530324364177,-0.3769231078811825,1,168.75196669796483
2022-03-31,136.94684776413538,-0.9165570316289485,1,173.764943470601
2022-06-30,135.356420822242,-1.0159009707963005,1,173.1857767341458
2022-09-30,136.6208242277249,-2.2286096998691214,1,176.79717161460792
2022-12-31,136.78961905731992,-2.2605615970293003,1,178.34464750869748
2023-03-31,138.2770908451707,-2.2795129292016894,1,180.38702052505812
2023-06-30,140.90234236340413,-2.0898090345896954,1,180.65256778284828
2023-09-30,138.75398534778407,-1.1688030451124587,1,182.22298143784272
2023-12-31,140.3461300137382,-1.7857055906878678,1,186.83606149422306
2024-03-31,135.4433451183263,-1.229459594127369,1,190.1965684722473
2024-06-30,133.931689409732,0.07622748604518037,0,195.07443902727152
2024-09-30,138.82810256621036,-0.5761479569988008,1,199.76773031018357
2024-12-31,132.56237387915274,0.4425093410802505,0,202.25842470949362
